Residence_Addresses_City,elec_date,elec_year,elec_type,total_voters_asian,total_voters_black,total_voters_hispanic,total_voters_others,total_voters_white,voted_voters_asian,voted_voters_black,voted_voters_hispanic,voted_voters_others,voted_voters_white,perc_turnout_asian,perc_turnout_black,perc_turnout_hispanic,perc_turnout_others,perc_turnout_white,FECDonors_TotalDonationsAmount,FECDonors_NumberOfDonations,mean_donation,total_voters_$1000-14999,total_voters_$100000-124999,total_voters_$125000-149999,total_voters_$15000-24999,total_voters_$150000-174999,total_voters_$175000-199999,total_voters_$200000-249999,total_voters_$25000-34999,total_voters_$250000+,total_voters_$35000-49999,total_voters_$50000-74999,total_voters_$75000-99999,voted_voters_$1000-14999,voted_voters_$100000-124999,voted_voters_$125000-149999,voted_voters_$15000-24999,voted_voters_$150000-174999,voted_voters_$175000-199999,voted_voters_$200000-249999,voted_voters_$25000-34999,voted_voters_$250000+,voted_voters_$35000-49999,voted_voters_$50000-74999,voted_voters_$75000-99999,perc_turnout_income_$1000-14999,perc_turnout_income_$100000-124999,perc_turnout_income_$125000-149999,perc_turnout_income_$15000-24999,perc_turnout_income_$150000-174999,perc_turnout_income_$175000-199999,perc_turnout_income_$200000-249999,perc_turnout_income_$25000-34999,perc_turnout_income_$250000+,perc_turnout_income_$35000-49999,perc_turnout_income_$50000-74999,perc_turnout_income_$75000-99999,CommercialData_EstimatedHHIncomeAmount,total_voters_college,total_voters_no_college,voted_voters_college,voted_voters_no_college,perc_turnout_college,perc_turnout_no_college,mean_age,voter_population,voted_voters,state
Tooele,2020_11_03,2020,General,201,16,1620,154,13306,154,13,1124,110,10224,76.61691542,81.25,69.38271605,71.42857143,76.83751691,143453,9039,15.87045027,209,1909,1200,221,393,361,222,465,230,962,4146,4828,158,1504,989,170,308,293,177,379,196,796,2976,3597,75.59808612,78.78470403,82.41666667,76.92307692,78.37150127,81.1634349,79.72972973,81.50537634,85.2173913,82.74428274,71.78002894,74.50289975,90280.79004,6229,3532,5230,2860,83.9621127,80.97395243,47.81633005,22646,11625,UT
Tooele,2018_11_06,2018,General,201,16,1620,154,13306,79,13,734,64,7299,39.30348259,81.25,45.30864198,41.55844156,54.85495265,129472,8671,14.93161112,209,1909,1200,221,393,361,222,465,230,962,4146,4828,118,1030,671,138,204,212,137,285,138,594,2098,2504,56.45933014,53.95495024,55.91666667,62.44343891,51.90839695,58.72576177,61.71171171,61.29032258,60,61.74636175,50.60299083,51.86412593,90280.79004,6229,3532,3852,2157,61.83978167,61.07021518,49.38584702,22646,8189,UT
Tooele,2016_11_08,2016,General,201,16,1620,154,13306,85,11,724,60,7273,42.28855721,68.75,44.69135802,38.96103896,54.65955208,121667,8422,14.44633104,209,1909,1200,221,393,361,222,465,230,962,4146,4828,120,1036,678,124,206,216,140,288,135,594,2081,2480,57.41626794,54.26925092,56.5,56.10859729,52.4173028,59.83379501,63.06306306,61.93548387,58.69565217,61.74636175,50.19295707,51.36702568,90280.79004,6229,3532,3914,2203,62.83512602,62.37259343,47.7388867,22646,8153,UT
Tooele,2014_11_04,2014,General,201,16,1620,154,13306,41,5,272,33,3860,20.39800995,31.25,16.79012346,21.42857143,29.00946941,81956,1942,42.20185376,209,1909,1200,221,393,361,222,465,230,962,4146,4828,64,524,360,76,109,104,67,191,79,359,1055,1195,30.62200957,27.44892614,30,34.38914027,27.73536896,28.80886427,30.18018018,41.07526882,34.34782609,37.31808732,25.44621322,24.75144988,90280.79004,6229,3532,2117,1264,33.98619361,35.78708947,51.79106934,22646,4211,UT
Tooele,2019_11_05,2019,Consolidated_General,201,16,1620,154,13306,49,4,318,31,4103,24.37810945,25,19.62962963,20.12987013,30.83571321,97410,7767,12.54152182,209,1909,1200,221,393,361,222,465,230,962,4146,4828,71,565,371,83,122,130,84,204,89,368,1062,1335,33.97129187,29.59664746,30.91666667,37.55656109,31.043257,36.01108033,37.83783784,43.87096774,38.69565217,38.25363825,25.61505065,27.65120133,90280.79004,6229,3532,2334,1241,37.46989886,35.13590034,54.69976355,22646,4505,UT
Tooele,2017_11_07,2017,Consolidated_General,201,16,1620,154,13306,34,2,174,30,2977,16.91542289,12.5,10.74074074,19.48051948,22.3733654,76019,7278,10.44503985,209,1909,1200,221,393,361,222,465,230,962,4146,4828,60,397,257,64,92,84,57,132,61,275,750,974,28.70813397,20.79622839,21.41666667,28.95927602,23.40966921,23.26869806,25.67567568,28.38709677,26.52173913,28.58627859,18.08972504,20.17398509,90280.79004,6229,3532,1657,951,26.60138064,26.92525481,55.02515045,22646,3217,UT
Tooele,2015_11_03,2015,Consolidated_General,201,16,1620,154,13306,31,2,127,23,2376,15.42288557,12.5,7.839506173,14.93506494,17.85660604,37727,557,67.73249551,209,1909,1200,221,393,361,222,465,230,962,4146,4828,58,316,213,62,73,78,40,128,49,233,583,710,27.75119617,16.5531692,17.75,28.05429864,18.57506361,21.6066482,18.01801802,27.52688172,21.30434783,24.22037422,14.06174626,14.70588235,90280.79004,6229,3532,1338,735,21.48017338,20.80973952,54.06416527,22646,2559,UT
Tooele,2013_11_05,2013,Consolidated_General,201,16,1620,154,13306,27,0,139,20,1991,13.43283582,0,8.580246914,12.98701299,14.96317451,31985,659,48.53566009,209,1909,1200,221,393,361,222,465,230,962,4146,4828,44,279,148,54,60,55,40,124,31,212,492,622,21.05263158,14.61498167,12.33333333,24.43438914,15.26717557,15.23545706,18.01801802,26.66666667,13.47826087,22.03742204,11.86685962,12.88318144,90280.79004,6229,3532,1100,684,17.65933537,19.36579841,54.22804484,22646,2177,UT
Vernal,2020_11_03,2020,General,125,8,503,79,11013,101,6,352,68,9174,80.8,75,69.98011928,86.07594937,83.30155271,262738,3280,80.10304878,302,1070,1015,336,275,315,301,332,264,540,3197,3547,261,927,886,274,218,284,271,280,237,456,2495,2943,86.42384106,86.63551402,87.29064039,81.54761905,79.27272727,90.15873016,90.03322259,84.3373494,89.77272727,84.44444444,78.04191429,82.97152523,91169.60327,4537,2887,4087,2523,90.08155169,87.39175615,49.24029759,6750,9701,UT
Vernal,2018_11_06,2018,General,125,8,503,79,11013,58,5,189,45,6351,46.4,62.5,37.57455268,56.96202532,57.6682103,249082,3374,73.82394784,302,1070,1015,336,275,315,301,332,264,540,3197,3547,188,654,583,206,156,208,203,206,162,348,1617,2001,62.25165563,61.12149533,57.43842365,61.30952381,56.72727273,66.03174603,67.44186047,62.04819277,61.36363636,64.44444444,50.5786675,56.41387088,91169.60327,4537,2887,3027,1895,66.71809566,65.6390717,51.76857539,6750,6648,UT
Vernal,2016_11_08,2016,General,125,8,503,79,11013,76,6,233,48,7302,60.8,75,46.32206759,60.75949367,66.30345955,240247,3039,79.05462323,302,1070,1015,336,275,315,301,332,264,540,3197,3547,208,772,696,241,175,229,225,230,189,401,1855,2318,68.87417219,72.14953271,68.57142857,71.72619048,63.63636364,72.6984127,74.75083056,69.27710843,71.59090909,74.25925926,58.0231467,65.35100085,91169.60327,4537,2887,3528,2164,77.76063478,74.95670246,48.40605395,6750,7665,UT
Vernal,2014_11_04,2014,General,125,8,503,79,11013,33,4,54,21,3295,26.4,50,10.73558648,26.58227848,29.91918642,150123,2112,71.08096591,302,1070,1015,336,275,315,301,332,264,540,3197,3547,92,297,284,130,68,103,123,116,94,225,807,1020,30.46357616,27.75700935,27.98029557,38.69047619,24.72727273,32.6984127,40.86378738,34.93975904,35.60606061,41.66666667,25.24241476,28.7566958,91169.60327,4537,2887,1668,1036,36.76438175,35.88500173,53.23204958,6750,3407,UT
Vernal,2019_11_05,2019,Consolidated_General,125,8,503,79,11013,44,4,133,27,4388,35.2,50,26.44135189,34.17721519,39.84382094,172042,2659,64.70176758,302,1070,1015,336,275,315,301,332,264,540,3197,3547,128,457,401,166,105,149,151,149,112,263,1111,1344,42.38410596,42.71028037,39.50738916,49.4047619,38.18181818,47.3015873,50.16611296,44.87951807,42.42424242,48.7037037,34.75132937,37.89117564,91169.60327,4537,2887,2215,1314,48.8208067,45.51437478,54.86656877,6750,4596,UT
Vernal,2017_11_07,2017,Consolidated_General,125,8,503,79,11013,16,2,86,18,3109,12.8,25,17.09741551,22.78481013,28.23027331,160268,2731,58.68473087,302,1070,1015,336,275,315,301,332,264,540,3197,3547,93,299,268,122,57,95,102,137,99,205,786,918,30.79470199,27.94392523,26.40394089,36.30952381,20.72727273,30.15873016,33.88704319,41.26506024,37.5,37.96296296,24.58554895,25.88102622,91169.60327,4537,2887,1483,1036,32.68679744,35.88500173,56.01173746,6750,3231,UT
Vernal,2015_11_03,2015,Consolidated_General,125,8,503,79,11013,16,2,47,16,2127,12.8,25,9.343936382,20.25316456,19.31353855,88925,1484,59.92250674,302,1070,1015,336,275,315,301,332,264,540,3197,3547,72,189,160,97,40,83,62,98,62,172,521,625,23.8410596,17.6635514,15.7635468,28.86904762,14.54545455,26.34920635,20.59800664,29.51807229,23.48484848,31.85185185,16.29652799,17.62052439,91169.60327,4537,2887,1069,711,23.56182499,24.62764115,57.5461635,6750,2208,UT
Vernal,2013_11_05,2013,Consolidated_General,125,8,503,79,11013,6,2,17,5,972,4.8,25,3.37972167,6.329113924,8.825932988,38665,717,53.92608089,302,1070,1015,336,275,315,301,332,264,540,3197,3547,34,101,73,41,14,27,14,49,28,73,270,265,11.25827815,9.439252336,7.192118227,12.20238095,5.090909091,8.571428571,4.651162791,14.75903614,10.60606061,13.51851852,8.445417579,7.47110234,91169.60327,4537,2887,508,290,11.1968261,10.04502944,53.85856281,6750,1002,UT
Pleasant Grove,2020_11_03,2020,General,201,8,767,185,14725,156,6,518,139,12233,77.6119403,75,67.53585398,75.13513514,83.07640068,428926,3168,135.3933081,123,2489,1528,154,781,924,607,271,553,599,3926,3726,96,2116,1315,121,675,815,519,224,471,505,3005,3071,78.04878049,85.01406187,86.06020942,78.57142857,86.42765685,88.2034632,85.50247117,82.65682657,85.17179024,84.30717863,76.54100866,82.42082662,109431.9156,7485,1934,6643,1709,88.750835,88.36608066,46.04766417,23112,13052,UT
Pleasant Grove,2018_11_06,2018,General,201,8,767,185,14725,75,1,235,87,7646,37.31343284,12.5,30.63885267,47.02702703,51.92529711,349292,3373,103.555292,123,2489,1528,154,781,924,607,271,553,599,3926,3726,66,1308,827,81,427,482,315,168,268,333,1773,1915,53.65853659,52.55122539,54.12303665,52.5974026,54.67349552,52.16450216,51.89456343,61.99261993,48.46292948,55.59265442,45.16046867,51.3955985,109431.9156,7485,1934,4599,1185,61.44288577,61.27197518,49.39672575,23112,8044,UT
Pleasant Grove,2016_11_08,2016,General,201,8,767,185,14725,92,2,337,94,8721,45.77114428,25,43.93741851,50.81081081,59.22580645,283844,3111,91.23882996,123,2489,1528,154,781,924,607,271,553,599,3926,3726,71,1511,965,87,494,585,368,181,346,369,1994,2179,57.72357724,60.70711129,63.15445026,56.49350649,63.25224072,63.31168831,60.62602965,66.7896679,62.56781193,61.60267112,50.78960774,58.48094471,109431.9156,7485,1934,5219,1349,69.7261189,69.75180972,46.40893306,23112,9246,UT
Pleasant Grove,2014_11_04,2014,General,201,8,767,185,14725,40,0,102,41,4751,19.90049751,0,13.29856584,22.16216216,32.26485569,314151,2405,130.6241164,123,2489,1528,154,781,924,607,271,553,599,3926,3726,44,821,542,47,256,321,172,118,179,230,971,1186,35.77235772,32.98513459,35.47120419,30.51948052,32.77848912,34.74025974,28.33607908,43.54243542,32.36889693,38.39732888,24.73255222,31.83038111,109431.9156,7485,1934,3131,839,41.83032732,43.38159255,51.02897615,23112,4934,UT
Pleasant Grove,2019_11_05,2019,Consolidated_General,201,8,767,185,14725,39,0,83,43,4273,19.40298507,0,10.82138201,23.24324324,29.01867572,200463,2141,93.63054647,123,2489,1528,154,781,924,607,271,553,599,3926,3726,41,728,464,46,219,273,145,112,160,203,912,1102,33.33333333,29.24869425,30.36649215,29.87012987,28.04097311,29.54545455,23.88797364,41.32841328,28.93309222,33.88981636,23.22975038,29.57595276,109431.9156,7485,1934,2704,720,36.1255845,37.22854188,54.68054899,23112,4438,UT
Pleasant Grove,2017_11_07,2017,Consolidated_General,201,8,767,185,14725,50,0,115,50,5553,24.87562189,0,14.9934811,27.02702703,37.71137521,244174,2450,99.66285714,123,2489,1528,154,781,924,607,271,553,599,3926,3726,54,980,613,59,312,394,214,134,197,248,1115,1401,43.90243902,39.37324227,40.11780105,38.31168831,39.94878361,42.64069264,35.2553542,49.44649446,35.6238698,41.40233723,28.40040754,37.60064412,109431.9156,7485,1934,3585,892,47.89579158,46.12202689,51.47627911,23112,5768,UT
Pleasant Grove,2015_11_03,2015,Consolidated_General,201,8,767,185,14725,32,0,70,19,3730,15.92039801,0,9.126466754,10.27027027,25.33106961,127567,1758,72.56370876,123,2489,1528,154,781,924,607,271,553,599,3926,3726,43,635,445,37,200,238,131,83,126,180,745,959,34.95934959,25.51225392,29.12303665,24.02597403,25.60819462,25.75757576,21.5815486,30.62730627,22.78481013,30.05008347,18.97605706,25.7380569,109431.9156,7485,1934,2470,663,32.999332,34.28128232,52.05004804,23112,3851,UT
Pleasant Grove,2013_11_05,2013,Consolidated_General,201,8,767,185,14725,27,0,57,27,3425,13.43283582,0,7.431551499,14.59459459,23.25976231,250911,1778,141.1197975,123,2489,1528,154,781,924,607,271,553,599,3926,3726,38,538,415,37,186,235,122,91,100,172,685,877,30.89430894,21.61510647,27.15968586,24.02597403,23.815621,25.43290043,20.09884679,33.57933579,18.08318264,28.71452421,17.447784,23.53730542,109431.9156,7485,1934,2284,642,30.51436206,33.19544984,51.54614517,23112,3536,UT
Orem,2020_11_03,2020,General,821,37,3234,529,32872,602,27,2183,387,26445,73.32521315,72.97297297,67.50154607,73.15689981,80.44840594,3183638,17631,180.5704725,363,4972,3284,517,1156,1202,1276,1319,1073,3098,7999,10559,280,4137,2796,438,983,1016,1114,1083,923,2327,5955,8263,77.13498623,83.20595334,85.14007308,84.71953578,85.03460208,84.52579035,87.30407524,82.10765732,86.02050326,75.11297611,74.44680585,78.25551662,98117.58615,16483,4247,14659,3670,88.93405327,86.41393925,47.01629498,64965,29644,UT
Orem,2018_11_06,2018,General,821,37,3234,529,32872,334,5,932,186,17965,40.68209501,13.51351351,28.81880025,35.16068053,54.65137503,3006602,16262,184.885131,363,4972,3284,517,1156,1202,1276,1319,1073,3098,7999,10559,199,2743,1949,309,673,722,754,760,659,1390,3796,5302,54.82093664,55.1689461,59.34835566,59.76789168,58.21799308,60.06655574,59.09090909,57.61940864,61.416589,44.86765655,47.45593199,50.21308836,98117.58615,16483,4247,10923,2768,66.26827641,65.17541794,51.09256735,64965,19422,UT
Orem,2016_11_08,2016,General,821,37,3234,529,32872,380,9,1219,247,19484,46.28501827,24.32432432,37.69325912,46.69187146,59.27232903,3012505,15056,200.0866764,363,4972,3284,517,1156,1202,1276,1319,1073,3098,7999,10559,211,3039,2049,326,715,780,841,801,679,1559,4229,5906,58.12672176,61.12228479,62.39342266,63.05609284,61.85121107,64.89184692,65.90909091,60.72782411,63.2805219,50.3227889,52.86910864,55.93332702,98117.58615,16483,4247,11809,3026,71.6435115,71.25029433,48.22465606,64965,21339,UT
Orem,2014_11_04,2014,General,821,37,3234,529,32872,151,3,287,79,9377,18.39220463,8.108108108,8.874458874,14.93383743,28.52579703,2650522,14700,180.307619,363,4972,3284,517,1156,1202,1276,1319,1073,3098,7999,10559,113,1357,973,203,313,352,402,474,356,708,1898,2664,31.12947658,27.2928399,29.62850183,39.26499033,27.07612457,29.28452579,31.50470219,35.93631539,33.17800559,22.85345384,23.727966,25.2296619,98117.58615,16483,4247,6030,1608,36.58314627,37.86202025,54.98615732,64965,9897,UT
Orem,2019_11_05,2019,Consolidated_General,821,37,3234,529,32872,184,1,312,108,10635,22.41169306,2.702702703,9.647495362,20.41587902,32.35276223,1055115,7373,143.1052489,363,4972,3284,517,1156,1202,1276,1319,1073,3098,7999,10559,114,1593,1174,204,417,425,461,505,429,810,2097,2933,31.40495868,32.03942076,35.74908648,39.45841393,36.07266436,35.3577371,36.12852665,38.28658074,39.98136067,26.14590058,26.21577697,27.77725163,98117.58615,16483,4247,6760,1658,41.01195171,39.03932187,56.87947713,64965,11240,UT
Orem,2017_11_07,2017,Consolidated_General,821,37,3234,529,32872,174,2,252,98,10494,21.19366626,5.405405405,7.792207792,18.52551985,31.92382575,2654696,13943,190.3963279,363,4972,3284,517,1156,1202,1276,1319,1073,3098,7999,10559,128,1609,1092,214,377,402,450,519,388,806,2066,2877,35.26170799,32.36122285,33.25213155,41.3926499,32.61245675,33.44425957,35.26645768,39.3479909,36.16029823,26.01678502,25.82822853,27.24689838,98117.58615,16483,4247,6675,1726,40.49626888,40.64045208,56.27956471,64965,11020,UT
Orem,2015_11_03,2015,Consolidated_General,821,37,3234,529,32872,143,1,199,72,8844,17.41778319,2.702702703,6.153370439,13.61058601,26.90435629,2510247,12599,199.2417652,363,4972,3284,517,1156,1202,1276,1319,1073,3098,7999,10559,112,1254,906,195,290,335,347,460,332,699,1753,2511,30.85399449,25.22123894,27.58830694,37.71760155,25.08650519,27.87021631,27.19435737,34.87490523,30.94128611,22.56294383,21.9152394,23.78066105,98117.58615,16483,4247,5723,1527,34.72062125,35.95479162,56.5484696,64965,9259,UT
Orem,2013_11_05,2013,Consolidated_General,821,37,3234,529,32872,121,1,141,66,7654,14.73812424,2.702702703,4.359925788,12.47637051,23.28425408,1131987,10248,110.4593091,363,4972,3284,517,1156,1202,1276,1319,1073,3098,7999,10559,89,1090,838,180,276,322,320,397,297,545,1454,2115,24.51790634,21.9227675,25.51766139,34.81624758,23.87543253,26.78868552,25.07836991,30.09855951,27.67940354,17.59199484,18.17727216,20.0303059,98117.58615,16483,4247,5058,1323,30.6861615,31.15140099,55.5118203,64965,7983,UT
Provo,2020_11_03,2020,General,843,39,3456,476,32595,603,28,2284,317,24437,71.53024911,71.79487179,66.08796296,66.59663866,74.97162141,3080217,12544,245.5530134,458,3053,3217,2434,881,991,1143,3649,971,5296,7479,6133,324,2526,2655,1469,749,860,956,2196,827,3542,5737,4952,70.74235808,82.73829021,82.53030774,60.35332786,85.01702611,86.78102926,83.63954506,60.18087147,85.16992791,66.88066465,76.70811606,80.74351867,85498.15247,13736,3045,11969,2537,87.13599301,83.31691297,43.40003564,83542,27669,UT
Provo,2018_11_06,2018,General,843,39,3456,476,32595,257,13,964,155,14370,30.48635824,33.33333333,27.89351852,32.56302521,44.08651634,2486892,10852,229.1643937,458,3053,3217,2434,881,991,1143,3649,971,5296,7479,6133,179,1692,1669,552,513,573,618,849,516,1725,3362,3177,39.08296943,55.42089748,51.88063413,22.67871816,58.2292849,57.82038345,54.06824147,23.2666484,53.14109166,32.57175227,44.95253376,51.80172835,85498.15247,13736,3045,8396,1762,61.12405358,57.86535304,48.94965885,83542,15759,UT
Provo,2016_11_08,2016,General,843,39,3456,476,32595,333,17,1307,177,16015,39.50177936,43.58974359,37.81828704,37.18487395,49.13330265,2565518,11190,229.2688114,458,3053,3217,2434,881,991,1143,3649,971,5296,7479,6133,180,1839,1843,703,546,585,676,1050,569,1975,3835,3613,39.30131004,60.23583361,57.28940006,28.88249795,61.97502838,59.03128153,59.14260717,28.77500685,58.59938208,37.29229607,51.27690868,58.91081037,85498.15247,13736,3045,9236,1952,67.239371,64.10509031,45.85271029,83542,17849,UT
Provo,2014_11_04,2014,General,843,39,3456,476,32595,117,5,305,52,7564,13.87900356,12.82051282,8.825231481,10.92436975,23.20601319,1622844,7751,209.37221,458,3053,3217,2434,881,991,1143,3649,971,5296,7479,6133,87,956,934,187,266,310,321,372,311,746,1626,1739,18.99563319,31.31346217,29.0332608,7.682826623,30.19296254,31.2815338,28.0839895,10.19457386,32.02883625,14.08610272,21.74087445,28.35480189,85498.15247,13736,3045,4960,992,36.1094933,32.57799672,53.83643142,83542,8043,UT
Provo,2019_11_05,2019,Consolidated_General,843,39,3456,476,32595,183,11,470,97,9901,21.70818505,28.20512821,13.59953704,20.37815126,30.37582451,2028674,9173,221.1570915,458,3053,3217,2434,881,991,1143,3649,971,5296,7479,6133,103,1256,1249,237,349,446,491,487,429,935,2231,2264,22.48908297,41.13986243,38.82499223,9.73705834,39.61407491,45.00504541,42.95713036,13.34612223,44.18125644,17.65483384,29.8301912,36.91504973,85498.15247,13736,3045,6343,1241,46.17792662,40.75533662,53.52533977,83542,10662,UT
Provo,2017_11_07,2017,Consolidated_General,843,39,3456,476,32595,156,12,387,84,9247,18.50533808,30.76923077,11.19791667,17.64705882,28.36938181,2040654,9461,215.6911532,458,3053,3217,2434,881,991,1143,3649,971,5296,7479,6133,97,1136,1133,280,342,404,453,481,369,883,2026,2104,21.1790393,37.20930233,35.21914827,11.50369762,38.81952327,40.76690212,39.63254593,13.18169361,38.00205973,16.67296073,27.08918305,34.30621229,85498.15247,13736,3045,5884,1160,42.83634246,38.0952381,53.63482857,83542,9886,UT
Provo,2015_11_03,2015,Consolidated_General,843,39,3456,476,32595,71,6,141,37,5178,8.422301305,15.38461538,4.079861111,7.773109244,15.88587207,1415951,6529,216.8710369,458,3053,3217,2434,881,991,1143,3649,971,5296,7479,6133,52,608,629,148,180,219,219,280,197,514,1065,1208,11.35371179,19.91483786,19.55237799,6.080525883,20.43132804,22.09889001,19.16010499,7.67333516,20.28836251,9.705438066,14.23987164,19.69672265,85498.15247,13736,3045,3363,639,24.48311008,20.98522167,55.65825154,83542,5433,UT
Provo,2013_11_05,2013,Consolidated_General,843,39,3456,476,32595,53,1,107,25,3919,6.287069988,2.564102564,3.096064815,5.25210084,12.02331646,1025299,5382,190.5052025,458,3053,3217,2434,881,991,1143,3649,971,5296,7479,6133,47,441,458,119,113,154,182,233,146,418,806,895,10.26200873,14.44480839,14.23686665,4.889071487,12.82633371,15.53985873,15.92300962,6.385311044,15.03604531,7.892749245,10.77684182,14.59318441,85498.15247,13736,3045,2554,537,18.59347699,17.63546798,55.71276885,83542,4105,UT
American Fork,2020_11_03,2020,General,276,6,750,145,13659,213,5,543,108,11303,77.17391304,83.33333333,72.4,74.48275862,82.75129951,189990,2457,77.32600733,106,2092,1682,197,540,571,375,343,573,536,2814,4781,82,1791,1436,171,476,505,313,274,504,444,2204,3833,77.35849057,85.61185468,85.3745541,86.80203046,88.14814815,88.441331,83.46666667,79.88338192,87.95811518,82.8358209,78.32267235,80.17151224,106936.9119,6862,2046,6106,1760,88.98280385,86.02150538,46.31267638,17922,12172,UT
American Fork,2018_11_06,2018,General,276,6,750,145,13659,109,0,264,57,7244,39.49275362,0,35.2,39.31034483,53.03462918,179614,2343,76.65983781,106,2092,1682,197,540,571,375,343,573,536,2814,4781,60,1092,917,128,300,309,178,214,304,329,1359,2421,56.60377358,52.19885277,54.51843044,64.97461929,55.55555556,54.11558669,47.46666667,62.39067055,53.05410122,61.38059701,48.29424307,50.63794185,106936.9119,6862,2046,4202,1299,61.23579131,63.48973607,49.7128553,17922,7674,UT
American Fork,2016_11_08,2016,General,276,6,750,145,13659,117,1,325,73,8233,42.39130435,16.66666667,43.33333333,50.34482759,60.27527637,171907,2383,72.13890055,106,2092,1682,197,540,571,375,343,573,536,2814,4781,59,1282,1046,133,336,353,216,225,345,349,1557,2747,55.66037736,61.28107075,62.18787158,67.51269036,62.22222222,61.82136602,57.6,65.59766764,60.20942408,65.1119403,55.33049041,57.45659904,106936.9119,6862,2046,4815,1458,70.16904693,71.26099707,46.98118549,17922,8749,UT
